name,city,country
Lakeville Airport,Lakeville,US
Oak Ridge Airport,East Palmyra,US
Adirondack Airpark Estates Airport,Plattsburgh,US
Neno Airport,Ithaca,US
Walls Airport,Elbridge,US
Nellis Field,Fort Plain,US
Mac Airport,Mohawk,US
Colonial Airport,Niagara Falls,US
Camillus Airport,Camillus,US
Sky-Ranch Airport,Herkimer,US
South Dayton Airport,South Dayton,US
Anthonson Airport,Jordan,US
Schuyler Airport,Watkins Glen,US
Rabbit Lane Airport,Phoenix,US
Hidden Hills Ranch Airport,Palmyra,US
Stanton Airport,New Paltz,US
Galway Airport,Galway,US
Hard Barn Cargas Farm Airport,Sinclairville,US
Pine View Airport,Clyde,US
Paradise Airport,Red Creek,US
Grace's Landing Airport,South Kortright,US
Mesmer Airport,Niagara Falls,US
Johnson Airport,Perth,US
Russell Airport,Canajoharie,US
M & M Airfield,Rome,US
Grund Field,Ithaca,US
Remsen City Airport,Remsen,US
Valenty Mierek Airport,Ava,US
Vasile Field,Beekmantown,US
Curtis Airport,Verona,US
Archdale Meadows Airport,Greenwich,US
The Pines Airport,Broadalbin,US
Lewis Field,Broadalbin,US
Richfield Airport,Richfield Springs,US
Scott's Sky Ranch Airport,Mount Morris,US
Poolsbrook Aerodrome,Manlius,US
Deer Run Airport,Coxsackie,US
Stol Performance Airport,Bennington,US
Neverland Airport,Cattaraugus,US
Naked Acres Airport,Rochester,US
Keysa Airport,Bliss,US
Alexander Farm Airport,East Schodack,US
Amsterdam Airfield,Fort Johnson,US
Hickory Acres Airport,Fort Plain,US
Goose Creek Airport,Jamestown,US
Smithfield Airport,Peterboro,US
Cochran Airport,Marathon,US
Old Rhinebeck Airport,Rhinebeck,US
Creekside Airport,Bloomfield,US
Mexico Airdrome Airport,Mexico,US
Northway Airport,Morrisonville,US
Palmer Station Airport,,AQ
Auckland International Airport,Auckland,NZ
Mount Tarawera Airport,Mount Tarawera,NZ
Matarangi Airport,,NZ
Alfredton Airport,Alfredton,NZ
Taupo Airport,Taupo,NZ
Ardmore Airport,Manurewa,NZ
Ashburton Aerodrome,,NZ
Balclutha Aerodrome,Balclutha,NZ
Centre Bush Aerodrome,Centre Bush,NZ
Christchurch International Airport,Christchurch,NZ
Chatham Islands-Tuuta Airport,Waitangi,NZ
Cromwell Racecourse Aerodrome,,NZ
Coromandel Aerodrome,,NZ
Dargaville Aerodrome,,NZ
Dunedin Airport,Dunedin,NZ
Dannevirke Aerodrome,,NZ
Wharepapa South Airport,,NZ
Forest Field Aerodrome,,NZ
Feilding Airport,Feilding,NZ
Franz Josef Aerodrome,,NZ
Foxpine Aerodrome,,NZ
Flat Point Aerodrome,,NZ
Galatea Airfield,,NZ
Great Barrier Aerodrome,Claris,NZ
Gore3 Airport,,NZ
Greymouth Airport,,NZ
Great Mercury Airport,,NZ
Gisborne Airport,Gisborne,NZ
Glentanner Airport,Glentanner Station,NZ
Glenorchy Airport,,NZ
Hawera Airport,Hawera,NZ
Auckland Hobsonville Airport,,NZ
Hokitika Airfield,,NZ
Hamilton International Airport,Hamilton,NZ
Lake Haupiri/Gloriavale Christian Community Airport,,NZ
Hanmer Springs Airport,,NZ
Hastings Airport,,NZ
Haast Aerodrome,,NZ
McMurdo Station Ice Runway,McMurdo Station,AQ
Kelly Field,,NZ
Motu Kaikoura Island Aerodrome,Kaikoura Island,NZ
Waiheke Reeve Airport,,NZ
Kaipara Flats Airport,,NZ
Kaikoura Airport,,NZ
Kerikeri Airport,Kerikeri,NZ
Karamea Airport,,NZ
Kaikohe Airport,,NZ
Kaitaia Airport,Kaitaia,NZ
Kowhai Aerodrome,,NZ
Limestone Downs Airport,Limestone Downs,NZ
Lake Station Airport,,NZ
Alexandra Airport,Alexandra,NZ
Matamata Glider Airport,,NZ
Mount Cook Airport,,NZ
Mercer1 PDZ Airport,,NZ
Milford Sound Airport,,NZ
Martins Bay Aerodrome,,NZ
Motueka Airport,,NZ
Molesworth Airport,Molesworth,NZ
Manapouri Airport,,NZ
Murchison Airport,Murchison,NZ
Hood Airport,Masterton,NZ
Martinborough Airport,Martinborough,NZ
Makarora Airstrip,,NZ
Matakana Island Airport,Matakana Island,NZ
North Shore Aerodrome,Dairy Flat,NZ
New Plymouth Airport,New Plymouth,NZ
Napier Airport,,NZ
Nelson Airport,Nelson,NZ
Invercargill Airport,Invercargill,NZ
Omarama Glider Airport,,NZ
RNZAF Base Ohakea,,NZ
Motiti Island Airport,Motiti Island,NZ
Omaka Blenheim Airport,Blenheim,NZ
Opotiki Airport,,NZ
Oamaru Airport,,NZ
Okiwi Station Airport,,NZ
Paihia Private Airport,,NZ
McMurdo Station Pegasus Field,McMurdo Station,AQ
Pudding Hill Aerodrome,,NZ
Parakai Aerodrome,,NZ
Pikes Point Airport,Pikes Point,NZ
Palmerston North Airport,,NZ
Picton Aerodrome,Picton,NZ
Porangahau Aerodrome,,NZ
Paraparaumu Airport,,NZ
Queenstown International Airport,Queenstown,NZ
Raglan Airfield,,NZ
Ryans Creek Aerodrome,Oban,NZ
Rangitata Island Airport,Rangitata Island,NZ
Rangitaiki Airfield,,NZ
Rotorua Regional Airport,Rotorua,NZ
Rangiora Airfield,Rangiora,NZ
Waiouru Airport,,NZ
Ruawai Aerodrome,,NZ
Roxburgh Aerodrome,,NZ
Stratford Airport,Stratford,NZ
Springhill Airport,,NZ
South Pole Station Airport,,AQ
Te Aroha Airfield,,NZ
Te Kowhai Airfield,,NZ
Tauranga Airport,Tauranga,NZ
Thames Aerodrome,,NZ
Taieri Airport,,NZ
Takaka Airport,,NZ
Tekapo Aerodrome,,NZ
Taumarunui Airport,,NZ
Turangi Airport,,NZ
Tokoroa Airfield,Tokoroa,NZ
Te Kuiti Airfield,Te Kuiti,NZ
Timaru Airport,,NZ
Te Anau Airport,,NZ
Pukaki Airport,Twitzel,NZ
Pauanui Beach Glider Airport,,NZ
Mandeville Aerodrome,,NZ
Taihape Airport,Taihape,NZ
Woodbourne Airport,Blenheim,NZ
Williams Field,McMurdo Station,AQ
Wanaka Airport,,NZ
Wellsford Airport,,NZ
Whakatane Airport,,NZ
West Melton Aerodrome,,NZ
Waimate Airport,,NZ
Wellington International Airport,Wellington,NZ
Wairoa Airport,Wairoa,NZ
RNZAF Base Auckland-Whenuapai,,NZ
Whangarei Airport,,NZ
Westport Airport,,NZ
Whitianga Airport,,NZ
Wanganui Airport,Wanganui,NZ
Waihi Beach Airport,,NZ
Waipukurau Airport,,NZ
Taildragger Airport,Cambridge,US
Rutter Airport,Arcadia,US
Hemlock Field,Rock Creek,US
Workman's Landing Airport,Mount Orab,US
Buena Vista Farm Airport,Morrow,US
Roxford Airport,Dennison,US
Lost Bridge Airport,North Bend,US
Clover Fields Airport,North Canton,US
Silent P Airport,West Jefferson,US
Bamiyan Airport,Bamiyan,AF
Bost Airport,Bost,AF
Chakcharan Airport,Chakcharan,AF
Darwaz Airport,Darwaz,AF
Farah Airport,Farah,AF
Faizabad Airport,Faizabad,AF
Khwahan Airport,Khwahan,AF
Herat Airport,,AF
Bagram Air Base,Bagram,AF
Jalalabad Airport,,AF
Kabul International Airport,Kabul,AF
Khojaghar Airport,Khojaghar,AF
Kandahar Airport,,AF
Khost Airport,Khost,AF
Maimana Airport,,AF
Mazar I Sharif Airport,,AF
Kron Monajn Airport,Kron Monajn,AF
Qala-I-Naw Airport,Qala-I-Naw,AF
Sharana Airstrip,Sharana,AF
Shindand Airport,,AF
Sheberghan Airport,,AF
Sheghnan Airport,Sheghnan,AF
Tarin Kowt Airport,Tarin Kowt,AF
Talolqan Airport,Taloqan,AF
Konduz Airport,,AF
Yangi Qala Airport,,AF
Yawan Airport,,AF
Camp Bastion Airport,,AF
Zaranj Airport,Zaranj,AF
Bahrain International Airport,Manama,BH
Sheik Isa Air Base,Sitrah,BH
Arfa Airport,,SA
Ras Khafji Airport,,SA
Al Lidem Airport,,SA
Al Kharj,,SA
Quz South Airport,,SA
Mecca East Airport,,SA
Al Kharj East Airport,,SA
Al Artawiyah South Airport,,SA
King Abdul Aziz Military Academy Airport,,SA
Hafar Al Atk Airport,,SA
Ghafah Airport,,SA
Khalfan Airport,,SA
Abu Ali Airport,,SA
Abha Regional Airport,Abha,SA
Al Ahsa Airport,,SA
Al Baha Airport,,SA
Bisha Airport,,SA
Abqaiq Airport,,SA
Batha Airport,Batha,SA
King Fahd International Airport,Ad Dammam,SA
Al Dawadmi Airport,Al Dawadmi,SA
King Abdulaziz Air Base,,SA
Jizan Regional Airport,Jizan,SA
Gassim Airport,,SA
Guriat Domestic Airport,,SA
Hail Airport,,SA
Harad Airport,Harad,SA
Hawtah Airport,,SA
Jubail Airport,Jubail,SA
King Faisal Naval Base,Jeddah,SA
King Abdulaziz International Airport,Jeddah,SA
King Khaled Military City Airport,King Khaled Military City,SA
King Khaled Air Base,,SA
Khurais Airport,,SA
Prince Mohammad Bin Abdulaziz Airport,Medina,SA
Nejran Airport,Nejran,SA
Neom Bay Airport,Neom Bay,SA
Nariya Airport,Nariya,SA
Hafr Al Batin Airport,Qaisumah,SA
Pump Station 3 Airport,,SA
Pump Station 6 Airport,,SA
Pump Station 9 Airport,,SA
Pump Station 10 Airport,,SA
Ipsa 3 Airport,,SA
Prince Sultan Air Base,,SA
Rabigh Airport,,SA
Rafha Domestic Airport,Rafha,SA
King Khaled International Airport,Riyadh,SA
Ras Mishab Airport,,SA
Arar Domestic Airport,Arar,SA
Red Sea International Airport,Hanak,SA
Ras Tanura Airport,,SA
Riyadh Air Base,Riyadh,SA
Shaibah Airport,,SA
Sharurah Airport,,SA
Al-Jawf Domestic Airport,Al-Jawf,SA
Sulayel Airport,,SA
Tabuk Airport,,SA
Taif Airport,,SA
Thumamah Airport,,SA
Ras Tanajib Airport,,SA
Turaif Domestic Airport,,SA
Udhailiyah Airport,,SA
Umm Lajj Airport,Umm Lejj,SA
Wadi Al Dawasir Airport,,SA
Al Wajh Domestic Airport,Al Wajh,SA
Yenbo Airport,,SA
Zilfi Airport,Zilfi,SA
3 Rivers Recreation Area Airport,Culver,US
Dunning Vineyards Airport,Corvallis,US
Rieben Airport,Banks,US
Table Rock Airport,Christmas Valley,US
Cove Side Ranch Port Airport,Cove,US
Mt Hope Airport,Lebanon,US
Fly By Night Airport,Ruch,US
Silvies Valley Ranch Airport,Seneca,US
Sage Ranch Airport,Sisters,US
Jim's Airstrip,Halsey,US
Bombay Farms Airport,Madras,US
Fairways Airport,Oregon City,US
Dry Creek Airpark,Prineville,US
Poverty Hollow Airport,Sheridan,US
Flying D Ranch Airport,Sutherlin,US
Firefly Ranch Airfield,White City,US
Muddy Creek Airport,Haines,US
The Green Trees Ranch Airport,Scio,US
Mc Kinnon Airpark,Sandy,US
Aeroacres Airport,Oregon City,US
Shady Cove Airpark,Shady Cove,US
Oregon Sky Ranch Airport,Milton/Freewater,US
Meyer Riverside Airpark,Tigard,US
Munson Airport,Junction City,US
Longview Ranch Airport,Kimberly,US
Napier Ranch Airport,Roseburg,US
Nace Family Airstrip,Glendale,US
Quail Field,Pendleton,US
Miss Kittys Strip,Amity,US
Bald Mountain Airport,Baker City,US
Greer Airport,Coburg,US
Country Twilight Airport,Corvallis,US
Cottonwood Creek Ranch Airport,Harper,US
Six Springs Ranch Airport,Madras,US
Jpm Airport,Monmouth,US
Wildhorse Valley Airport,Andrews,US
Shaniko Cattle Airport,Shaniko,US
Gilbert Airport,North Plains,US
Woodworth Airport,Madison,US
Sunset Strip,Marlboro,US
One Shot Airport,Howard,US
Old Hickory Airpark,Geneva,US
Minerva Airport,Minerva,US
Freefall Field,Sycamore,US
Flyers Park Airport,Newark,US
Horning Airport,Galion,US
Stoltzfus Airfield,Kidron,US
Donner Field,Leesburg,US
Petersburg Airport,Petersburg,US
Gray Airport,Alliance,US
Gustavus Airport,Cortland,US
Leis Airport,Ansonia,US
Riverside Airport,Zanesville,US
Blue Bird Airport,Belpre,US
Shannons Landing Airport,Radnor,US
Hawk's Nest Airport,Butler,US
Head Field,Galena,US
Schaney's Lair Airport,Brookville,US
Alliance Airport,Alliance,US
Kathamel Airport,Versailles,US
Rod's Sod Airport,Barlow,US
Warped Wing Airport,Johnstown,US
Gerker Airfield,Fort Jennings,US
Amanda Airport,Amanda,US
Jims Airport,Germantown,US
Hummel Airport,Germantown,US
Hickory Grove Airpark,Goshen,US
Obannon Creek Aerodrome,Goshen,US
Troy Skypark Airport,Troy,US
Lumberton Airport,Wilmington,US
Graham Farm Airport,Adams Mills,US
Colvin Airport,Bellevue,US
White Oak Field,Centerburg,US
Andrew J Ciechomski Memorial Airport,St Clairsville,US
Porter Airport,Hopewell,US
Darby Airport,Milford Center,US
La Rue Airport,Old Washington,US
Tailwheel Lane Airport,Circleville,US
Neals Airport,Mount Orab,US
Carcioppolo Field,Mantua,US
Berg Field,Findlay,US
Strable Landing Strip,Cecil,US
Garmcar Sw Airport,,IR
Wagner Airport,West Milton,US
Hibbetts Airport,Carrollton,US
Mahmudabad Airport,,IR
Firuzabad Airport,,IR
Mehtar Kalateh Airport,,IR
Bahregan Airport,,IR
Semnan New Airport,,IR
Gonbad Ghabus Airport,,IR
Ross Field,Greenfield,US
Lanker Airport,Mount Gilead,US
Stoney's Airport,Ravenna,US
Farpoint Airfield,Gratis,US
Hillview Airstrip,East Liberty,US
Hallelujah Field,Goshen,US
Far View Airport,Hiram,US
D A Chandler Airport,New London,US
Lyons Field,Jamestown,US
Scheibe Field,Wooster,US
Mc Kinney Field,Hamersville,US
Lockeridge Airport,Canton,US
Gorman Airport,Mansfield,US
Rataiczak Airport,Russell,US
Blackacre Farm Airport,Painesville,US
Germack Airport,Geneva,US
Marvin Thiel Field,Blakeslee,US
Williamson Airport,Cedarville,US
Mc Ardle Airport,Fostoria,US
Russ Airport,Jackson,US
Beam Farms Airport,Sabina,US
Ada Airport,Ada,US
Hammond Airport,Yellow Springs,US
Tank Airport,Cambridge,US
Abadan Airport,Abadan,IR
Dezful Airport,,IR
Aghajari Airport,Omidiyeh,IR
Gachsaran Airport,,IR
Shahid Asyaee Airport,,IR
Omidiyeh Airport,Omidiyeh,IR
Mahshahr Airport,,IR
Ahwaz Airport,Ahwaz,IR
Abumusa Island Airport,,IR
Bushehr Airport,Bushehr,IR
Bastak Airport,,IR
Asaloyeh Airport,Asaloyeh,IR
Jam Airport,Kangan,IR
Kish International Airport,Kish Island,IR
Bandar Lengeh Airport,Bandar Lengeh,IR
Borazjan Airport,Borazjan,IR
Persian Gulf International Airport,Asaluyeh,IR
Khark Island Airport,,IR
Sirri Island Airport,,IR
Lavan Island Airport,,IR
Baneh Airport,Baneh,IR
Shahid Ashrafi Esfahani Airport,Kermanshah,IR
Abdanan Airport,Abdanan,IR
Ghasre-Shirin Airport,Ghasre-Shirin,IR
Ilam Airport,Ilam,IR
Khoram Abad Airport,,IR
Sanandaj Airport,,IR
Aligoodarz Airport,,IR
Hesa Airport,Hesa,IR
Shahid Vatan Pour Air Base,,IR
Kashan Airport,,IR
Esfahan Shahid Beheshti International Airport,Isfahan,IR
Badr Air Base,Esfahan,IR
Shahrekord Airport,Shahrekord,IR
Zarrinshahr Airport,Zarrinshahr,IR
Sardar-e-Jangal Airport,Rasht,IR
Hamadan Airport,Hamadan,IR
Malayer Airport,Malayer,IR
Arak Airport,Araak,IR
Hamadan Air Base,Hamadan,IR
Ghazvin Azadi Airport,,IR
Kushke Nosrat Airport,,IR
Doshan Tappeh Air Base,,IR
Imam Khomeini International Airport,Tehran,IR
Ghale Morghi Airport,,IR
Mehrabad International Airport,Tehran,IR
Qazvin Airport,Qazvin,IR
Naja Airport,,IR
Payam Airport,,IR
Ghom Airport,Ghom,IR
Semnan Airport,Semnan,IR
Damghan Airport,,IR
Bandar Abbas International Airport,Bandar Abbas,IR
Baft Airport,,IR
Jiroft Airport,,IR
Kerman Airport,Kerman,IR
Bam Airport,,IR
Havadarya Airport,Havadarya,IR
Dayrestan Airport,,IR
Rafsanjan Airport,,IR
Sirjan Airport,,IR
Birjand Airport,Birjand,IR
Sarakhs Airport,Sarakhs,IR
Gonabad Airport,Gonabad,IR
Torbat-e Heydarieh Airport,Torbat-E-Heidarieh,IR
Shahroud Airport,,IR
Mashhad International Airport,Mashhad,IR
Bojnord Airport,Bojnord,IR
Sabzevar National Airport,Sabzevar,IR
Tabas Airport,Tabas,IR
Soga Airport,Soga,IR
Amol Airport,,IR
Babolsar Airport,Babolsar,IR
Kalaleh Airport,,IR
Gorgan Airport,Gorgan,IR
Behshahr Airport,,IR
Ghaem Shahr Airport,Ghaem Shahr,IR
Bishe Kola Air Base,Amol,IR
Mahmood Abad Airport,Mahmood Abad,IR
Noshahr Airport,,IR
Ramsar Airport,,IR
Dasht-e Naz Airport,Sari,IR
Abadeh Airport,Abadeh,IR
Darab Airport,Darab,IR
Fasa Airport,Fasa,IR
Jahrom Airport,,IR
Lar Airport,Lar,IR
Zargan Airport,Zargan,IR
Lamerd Airport,Lamerd,IR
Shiraz Shahid Dastghaib International Airport,Shiraz,IR
Yasouj Airport,,IR
Khoy Airport,Khoy,IR
Ardabil Airport,Ardabil,IR
Sahand Airport,Maragheh,IR
Parsabade Moghan Airport,Parsabad,IR
Urmia Airport,Urmia,IR
Saghez Airport,Saghez,IR
Tabriz International Airport,Tabriz,IR
Makou Airport,Makou,IR
Zanjan Airport,,IR
Bafgh Airport,Bafgh,IR
Shahid Sadooghi Airport,Yazd,IR
Zabol Airport,,IR
Konarak Airport,Chabahar,IR
Zahedan International Airport,Zahedan,IR
Iran Shahr Airport,,IR
Jask Airport,Jask,IR
Saravan Airport,,IR
Zarqa Airport,Zarqa,JO
Al Azraq / Al Shaheed Muwaffaq Salti Air Base,,JO
Queen Alia International Airport,Amman,JO
Amman-Marka International Airport,Amman,JO
Aqaba King Hussein International Airport,Aqaba,JO
Prince Hasan Air Base,,JO
King Hussein Air College,Mafraq,JO
Jacktown Airport,Jacktown,US
Skyhaven Airpark,Vera,US
Dick's Airport,Goldsby,US
Elgin's Stony Field,Elgin,US
Double R Ranch Airport,Vinta,US
Snake Creek Wilderness Airport,Cookson,US
Djs Airport,Lawton,US
Hill Top Airport,Lawton,US
Canadian River Corrientes Airport,Hinton,US
Ksa Orchards Airport,Comanche,US
Jones Farm Field,Walters,US
Walker Family Farm Airport,Mountain Park,US
Avian Country Estates Airport,Oolagah,US
Flying E Ranch Airport,Caney,US
Bass Aero Airport,Ardmore,US
Sageeyah Airfield,Claremore,US
Longs North Airport,Pryor,US
Taliaferro Field,Ardmore,US
Colby Field,Lone Grove,US
Cherokee Ranch Airport,Haskell,US
Mcdaniel Aviation Airport,Ravia,US
Travis Airport,Marietta,US
Thunderbird Landing Airport,Norman,US
Gustafson Airport,Sallisaw,US
Duckcreek Airport,Mounds,US
Dog Iron Ranch Airport,Oologah,US
Judy Ranch Airport,Forgan,US
Double H Ranch Airport,Rush Springs,US
Lariat Ranch Airport,Talala,US
Logsdon Ranch Airport,Alva,US
Mc Crays Airport,Manchester,US
Miller Brothers Airport,Manchester,US
Higgs Airport,Burneyville,US
Flysooner Field,Beggs,US
Enix Airport,Hennessey,US
May Ranch Airport,Alva,US
Bost Ranch Airport,Luther,US
Sopwith Ldg Airport,Lexington,US
Bluestem Airport,Collinsville,US
Wolf Mountain Airport,Poteau,US
Drifting G Ranch Airport,Chickasha,US
Strader Ranch Airport,Ardmore,US
Green Valley Farms Airport,Lexington,US
Cottonwood Airport,Stillwater,US
Ramsak Airport,Duncan,US
6B Airfield,Bokchito,US
Malinchak Pvt Airport,Bristow,US
Niles Canyon Ranch Airport,Hinton,US
Tlc Airport,Carrier,US
Trust Landing Airport,Chester,US
Mound Valley Farm Airport,Hydro,US
Delozier Airport,Chelsea,US
Brown Airstrip,Marlow,US
Scottys Field,Altus,US
Big Creek Ranch Airstrip,South Coffeyville,US
L&L Airport,Marlow,US
Rocket Ranch Airport,Duncan,US
Malcom Farm Airport,Marlow,US
Airman Acres Airport,Collinsville,US
Sandridge Airpark Inc Airport,Collinsville,US
Disney Airport,Disney,US
Ives Airport,Wellston,US
Ketchum Ranch Airport,Duncan,US
Lynn Airfield,Burns Flat,US
Sheridan Field,Drummond,US
Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,KW
Ali Al Salem Air Base,,KW
Udairi Army Air Field,Camp Buehring,KW
Kuwait International Airport,Kuwait City,KW
West Buttercreek Airport,Echo,US
Ledford Farm Airport,Nida,US
Skydive Oregon Airport,Molalla,US
Waters Boone Airport,Hydro,US
Red Rock South Airport,Perry,US
Flying D Airport,Watonga,US
Kourtis Family Farm Airport,Skiatook,US
Whitehorn Cove Airport,Wagoner,US
Jirik Field,Cashion,US
Ronka Rhey Airport,Luther,US
Eagle Chief Airport,Cleo Springs,US
Goaround Airport,Boswell,US
Faith Field,Marietta,US
Cedar & Sky Fly In Ranch Airport,Geary,US
Echo Mountain Airfield,Elgin,US
Flying S Ranch Airport,Wanette,US
Red Baron Ranch Airport,Coweta,US
Flat Rock Field,Chouteau,US
Aviation Acres Airport,Mounds,US
Trophy Ridge Airport,Pawhuska,US
Cooper Coles Ranch Airport,Connerville,US
Bratton Airport,Poteau,US
Midway Airport,Stroud,US
Patti Air Strip,Cushing,US
Lobo Field,Calvin,US
Semper Fi Lndg Airport,Spiro,US
Porter Airport,Retrop,US
Reed Aero Airport,Erick,US
Hallum Ranch Airport,Wewoka,US
Wingit Airport,Haskell,US
Walnut Creek Landing Airport,Blanchard,US
Rivercamp Airport,Carter,US
Blackberry Hill Airport,Perkins,US
Gk Edwards Airport,Guthrie,US
Stol In Airport,Catoosa,US
B&S Ranch Airport,Bristow,US
Skyroads Airport,Ninnekah,US
Lookout Airport,Homer,US
Beirut Rafic Hariri International Airport,Beirut,LB
Rene Mouawad Air Base,Tripoli,LB
Rayak Air Base,Rayak,LB
Abu Dhabi International Airport,Abu Dhabi,AE
Buhasa Airport,Buhasa,AE
Al Bateen Executive Airport,Abu Dhabi,AE
Futaysi Airport,Al Futaysi,AE
Kizad Airport,Kizad,AE
Al Hamra Airport,Al Shuweehat,AE
Jebel Dhana Airport,Jebel Dhana,AE
Al Ain International Airport,Al Ain,AE
Abu Dhabi-Al Dhafra AB Airport,Al Bihouth,AE
Qarnayn Airport,Qarnayn Island,AE
Arzanah Airport,Arzanah,AE
Das Island Airport,Das Island,AE
Zirku Airport,Zirku Island,AE
Sir Bani Yas Airport,Sir Bani Yas,AE
Dubai International Airport,Dubai,AE
Delma Airport,Delma,AE
Al Minhad Air Base,Dubai,AE
Al Maktoum International Airport,Jebel Ali,AE
Fujairah International Airport,,AE
Liwa Airport,Al Bday'ah,AE
Ras Al Khaimah International Airport,Ras Al Khaimah,AE
Al Saqr Field,,AE
Sharjah International Airport,Sharjah,AE
Umm Al Quwain,,AE
Adam Airport,Adam,OM
Buraimi Airport,Buraimi,OM
Duqm International Airport,Duqm,OM
Fahud Airport,Fahud,OM
Firq Air Base,Firq,OM
Qarn Alam Airport,Ghaba,OM
Haima Airport,Haima,OM
Ibra Airport,Ibra,OM
Izki Air Base,Izki,OM
Khasab Air Base,Khasab,OM
Lekhwair Airport,,OM
Masirah Air Base,Masirah,OM
Muscat International Airport,Muscat,OM
Marmul Airport,Marmul,OM
Rustaq Airport,Al Muladdah,OM
Salalah Airport,Salalah,OM
Sohar Airport,Sohar,OM
Saiq Airport,Saiq,OM
Sur Airport,Sur,OM
Thumrait Air Base,Thumrait,OM
Yibal Airport,Yibal Oilfield,OM
Thar Airport,Chuchra,PK
Mir Baz Airport,Mir Baz,PK
Mad Jamu Airport,Mad Jamu Kholelan,PK
Belab Airport,Belab,PK
Ouzkani Airport,Khandor,PK
Khorewah Airport,Khorewah,PK
Dadu West Airport,Dadu,PK
Kot Addu Airport,Kot  Addu,PK
Chashma Airport,Kundian,PK
Jam Nida Northwest Airport,Jam Nida,PK
Chandhar Airport,Hafizabad,PK
Velhari Airport,Velhari,PK
Rajanpur Airport,Rajanpur,PK
Thal Airport,Thal,PK
Gurha Salim Airport,Gurha Salim,PK
Khewra Airport,Khewra,PK
Rahwali Airport,Rahwali,PK
Dhingar Airport,Dhingar,PK
Kashmor Airport,Kashmor,PK
Khairpur Airport,Khairpur,PK
Kandhkot Airport,Kandhkot,PK
Nok Kundi Airport,Nok Kundi,PK
Juzzak Airport,Juzzak,PK
Robray Airport,,PK
Pano Aqil Southeast Airport,Pano Aqil,PK
Abbottabad Airport,Abbottabad,PK
Bhagatanwala Airport,Bhagatanwala,PK
